heat_con,layout,location,neighborhood,type_layout,area,building,decoration,direction,heat,name,price,subway,url,visiting,zone,zoneinfo
集中供暖,整租,回龙观,昌平,房屋户型：3室1厅1卫  整租,95平米  ,首开国风美唐二期  ,,南 北,,首开国风美唐 精装三居室 集中供暖带电梯 近地铁,8900,,https://bj.lianjia.com/zufang/101103199334.html,,回龙观租房/低楼层(共16层)/2014年建板塔结合,3室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,102平米  ,意华小区  ,,南 北,,意华小区南北通透两居室，精装全齐，可拎包入住,2300,,https://lf.lianjia.com/zufang/101102340155.html,,燕顺路国道租房/高楼层(共12层)/2004年建板楼,2室1厅  
集中供暖,整租,望京,朝阳,房屋户型：4室2厅3卫  整租,306平米  ,大西洋新城D区  ,,西南 北,,大西洋新城 精装修 大复式 一直自住出租,26000,,https://bj.lianjia.com/zufang/101102332659.html,,望京租房/中楼层(共22层)/2000年建板塔结合,4室2厅  
自供暖,整租,宣武门,西城,房屋户型：1室1厅1卫  整租,33平米  ,东南园  ,,南 北,,全新精装修多功能设计，家电齐全，拎包入住,6900,,https://bj.lianjia.com/zufang/101102335649.html,,宣武门租房/低楼层(共4层)/1990年建板楼,1室1厅  
集中供暖,整租,燕莎,朝阳,房屋户型：4室2厅3卫  整租,265平米  ,北京花园  ,,南 北,,北京花园，优质三居，干净整洁，可拎包入住,42000,,https://bj.lianjia.com/zufang/101102335665.html,,燕莎租房/高楼层(共6层)/2006年建板楼,4室2厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室2厅1卫  ,79平米  ,福城上上城五期  ,,南 北,,福城上上城五期 2室2厅 1650元,1650,,https://lf.lianjia.com/zufang/101102552371.html,,福成五期公交总站租房/低楼层(共18层)/2009年建板楼,2室2厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,80平米  ,福城上上城五期  ,,南,,福城上上城五期 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101102553281.html,,福成五期公交总站租房/低楼层(共18层)/2009年建板楼,2室1厅  
集中供暖,整租,CBD,朝阳,房屋户型：3室1厅2卫  整租,183平米  ,SOHO现代城  ,,西南,,SOHO现代城南区南向大三室 低楼层办公方便随时起租,21000,,https://bj.lianjia.com/zufang/101102553464.html,,CBD租房/低楼层(共28层)/2000年建塔楼,3室1厅  
集中供暖,暂无数据,马驹桥,通州,房屋户型：2室1厅1卫  ,93平米  ,合生世界村  ,,南,,合生世界村南向的两居，家具家电都有,4500,,https://bj.lianjia.com/zufang/101102553993.html,,马驹桥租房/低楼层(共14层)/2011年建板楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：4室2厅2卫  ,166平米  ,天子庄园二期  ,,西南 北,,天子庄园二期 4室2厅 3500元,3500,,https://lf.lianjia.com/zufang/101102554573.html,,福成五期公交总站租房/高楼层(共4层)/2004年建板楼,4室2厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：3室2厅1卫  ,130平米  ,福城上上城五期  ,,南 北,,福城上上城五期 3室2厅 2700元,2700,,https://lf.lianjia.com/zufang/101102555317.html,,福成五期公交总站租房/中楼层(共28层)/2009年建板楼,3室2厅  
集中供暖,整租,滨河西区,门头沟,房屋户型：1室1厅1卫  整租,55平米  ,承泽苑  ,,东,,承泽苑 一室一厅一居室 看房方便,3000,,https://bj.lianjia.com/zufang/101102555402.html,,滨河西区租房/高楼层(共6层)/2000年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,86平米  ,嘉都  ,,南 北,,嘉都 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101102547435.html,,燕顺路东租房/高楼层(共27层)/板楼,2室1厅  
集中供暖,整租,旧宫,大兴,房屋户型：1室1厅1卫  整租,63平米  ,芳源里  ,,南 北,,芳源里 1室1厅 3000元,3000,,https://bj.lianjia.com/zufang/101102548259.html,,旧宫租房/低楼层(共6层)/2010年建板楼,1室1厅  
自供暖,整租,通州其它,通州,房屋户型：5室2厅2卫  整租,192平米  ,盛通绿色家园  ,,南 北,,精装独栋别墅 看房方便 长期出租,15000,,https://bj.lianjia.com/zufang/101102549874.html,,通州其它租房/低楼层(共2层)/2005年建板楼,5室2厅  
自供暖,整租,后沙峪,顺义,房屋户型：3室1厅2卫  整租,140平米  ,香花畦家园  ,,南,,香花畦家园三居室 家具家电齐全  业主诚意出租,9500,,https://bj.lianjia.com/zufang/101102550660.html,,后沙峪租房/中楼层(共7层)/2006年建板楼,3室1厅  
集中供暖,整租,皂君庙,海淀,房屋户型：5房间3卫  整租,245平米  ,中关村科技会展中心  ,,南 北,,科技会展大厦办公房源出租，3月24号入住。,34000,,https://bj.lianjia.com/zufang/101102550774.html,,皂君庙租房/高楼层(共24层)/1999年建板塔结合,5房间3卫  
集中供暖,合租,长阳,房山,房屋户型：5室1厅1卫  合租,12平米  ,世茂维拉  ,,南,,世茂维拉5居室 01卧,1960,,https://bj.lianjia.com/zufang/BJ0004880690.html,,长阳租房/高楼层(共5层)/2016年建暂无数据,5室1厅  
集中供暖,合租,长阳,房山,房屋户型：5室1厅1卫  合租,11平米  ,世茂维拉  ,,南,,世茂维拉5居室 03卧,1730,,https://bj.lianjia.com/zufang/BJ0004807395.html,,长阳租房/高楼层(共5层)/2016年建暂无数据,5室1厅  
集中供暖,合租,长阳,房山,房屋户型：5室1厅1卫  合租,10平米  ,世茂维拉  ,,南,,世茂维拉5居室 05卧,1730,,https://bj.lianjia.com/zufang/BJ0004807396.html,,长阳租房/高楼层(共5层)/2016年建暂无数据,5室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,92平米  ,天洋城  ,,东南 北,,天洋城精装修2居室东南北通透全家具家电大面积,1600,,https://lf.lianjia.com/zufang/101102565795.html,,天洋城租房/高楼层(共26层)/2011年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,96平米  ,纳丹堡  ,,东 西,,2-1-1-1 户型 96 平米面积 东/西 朝向,2200,,https://lf.lianjia.com/zufang/101102566836.html,,燕顺路西租房/高楼层(共18层)/2009年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：4室1厅2卫  ,152平米  ,福城上上城二季  ,,南 北,,上上城二季四居室  1500  双包,1500,,https://lf.lianjia.com/zufang/101102567272.html,,燕顺路国道租房/高楼层(共15层)/2010年建板塔结合,4室1厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：2室1厅1卫  ,89平米  ,天洋城4代北区  ,,南,,天洋城4代北区 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101102568142.html,,天洋城4代租房/低楼层(共34层)/2014年建板塔结合,2室1厅  
集中供暖,整租,双井,朝阳,房屋户型：4室2厅3卫  整租,279平米  ,富力十号  ,,南 北,,富力十号 4室2厅 69000元,69000,,https://bj.lianjia.com/zufang/101102567786.html,,双井租房/高楼层(共18层)/2012年建板楼,4室2厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,86平米  ,潮白星光公馆  ,,南,,南北通透两居室 简装 拎包入住,1800,,https://lf.lianjia.com/zufang/101102572624.html,,燕顺路国道租房/低楼层(共24层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室2厅1卫  ,86平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室2厅 1800元,1800,,https://lf.lianjia.com/zufang/101102573055.html,,首尔甜城租房/中楼层(共33层)/2014年建塔楼,2室2厅  
集中供暖,整租,朝阳门外,朝阳,房屋户型：3室1厅2卫  整租,209平米  ,唐缘私家别墅  ,,南 西 北,,朝阳门 唐缘私家别墅 南北3+1户型 岁时起租,30000,,https://bj.lianjia.com/zufang/101102573162.html,,朝阳门外租房/低楼层(共6层)/2007年建板楼,3室1厅  
集中供暖,整租,朝阳门外,朝阳,房屋户型：3室1厅2卫  整租,208平米  ,唐缘私家别墅  ,,南 北,,朝阳门 唐缘私家别墅 南北3居室 随时起租,30000,,https://bj.lianjia.com/zufang/101102573184.html,,朝阳门外租房/低楼层(共6层)/2007年建板楼,3室1厅  
集中供暖,整租,高米店南,大兴,房屋户型：3室1厅2卫  整租,127平米  ,金地仰山  ,,南 北,,金地仰山 三居带地下室 毛坯 可办公可库房 看房随时,6500,,https://bj.lianjia.com/zufang/101102573403.html,,高米店南租房/低楼层(共9层)/2012年建板楼,3室1厅  
集中供暖,暂无数据,滨河西区,门头沟,房屋户型：2房间1卫  ,31平米  ,华润悦景湾  ,,北,,华润悦景湾 2房间1卫 3000元,3000,,https://bj.lianjia.com/zufang/101102573686.html,,滨河西区租房/高楼层(共20层)/2017年建板塔结合,2房间1卫  
集中供暖,暂无数据,马驹桥,通州,房屋户型：2室1厅2卫  ,96平米  ,珠江逸景  ,,南,,珠江逸景 2室1厅 4000元,4000,,https://bj.lianjia.com/zufang/101103175034.html,,马驹桥租房/低楼层(共15层)/2009年建塔楼,2室1厅  
集中供暖,整租,金融街,西城,房屋户型：2室1厅1卫  整租,122平米  ,丰汇园小区  ,,南 北,,丰汇园小区 2室1厅 25000元,25000,,https://bj.lianjia.com/zufang/101103175035.html,,金融街租房/中楼层(共7层)/1999年建板塔结合,2室1厅  
集中供暖,整租,朝青,朝阳,房屋户型：4室1厅2卫  整租,135平米  ,珠江罗马嘉园东区  ,,南 北,,罗马嘉园东区精装南北四居 拎包入住 家电全齐近地铁,15500,,https://bj.lianjia.com/zufang/101103175059.html,,朝青租房/低楼层(共17层)/2008年建板塔结合,4室1厅  
暂无数据,整租,中央别墅区,顺义,房屋户型：4室3厅4卫  整租,381平米  ,誉天下  ,,南 北,,誉天下独栋别墅  自住装修 居住享受 交通便利,35000,,https://bj.lianjia.com/zufang/101103175100.html,,中央别墅区租房/低楼层(共3层)/2013年建暂无数据,4室3厅  
集中供暖,整租,燕顺路西,燕郊,房屋户型：3室2厅2卫  整租,130平米  ,美林新东城  ,,南 北,,美林新东城 3室2厅 2500元,2500,,https://lf.lianjia.com/zufang/101103179843.html,,燕顺路西租房/中楼层(共6层)/2001年建板楼,3室2厅  
集中供暖,整租,郁花园,大兴,房屋户型：2室1厅1卫  整租,66平米  ,郁花园二里  ,,南 北,,郁花园二里 2室1厅 4500元,4500,,https://bj.lianjia.com/zufang/101103179875.html,,郁花园租房/高楼层(共6层)/1999年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：1室1厅1卫  ,59平米  ,星河185  ,,北,,星河185 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103179917.html,,燕顺路西租房/中楼层(共19层)/2012年建塔楼,1室1厅  
暂无数据,整租,良乡,房山,房屋户型：2房间1卫  整租,42平米  ,房山超级蜂巢  ,,北,,房山超级蜂巢 2房间1卫 2700元,2700,,https://bj.lianjia.com/zufang/101103179934.html,,良乡租房/高楼层(共10层)/暂无数据,2房间1卫  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,81平米  ,星河皓月  ,,东北,,星河皓月 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103179938.html,,燕顺路西租房/地下室(共22层)/2009年建塔楼,2室1厅  
集中供暖,暂无数据,西三旗,海淀,房屋户型：1室1厅1卫  ,47平米  ,育新花园  ,,南,,育新花园 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103179974.html,,西三旗租房/低楼层(共6层)/1996年建板楼,1室1厅  
集中供暖,整租,三元桥,朝阳,房屋户型：2室1厅2卫  整租,115平米  ,凤凰城三期  ,,南,,凤凰城三期 2室1厅 19000元,19000,,https://bj.lianjia.com/zufang/101103180008.html,,三元桥租房/中楼层(共31层)/2007年建板楼,2室1厅  
集中供暖,暂无数据,旧宫,大兴,房屋户型：2室1厅1卫  ,91平米  ,芳源里  ,,南 北,,芳源里 2室1厅 4100元,4100,,https://bj.lianjia.com/zufang/101103179543.html,,旧宫租房/高楼层(共6层)/2004年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅2卫  ,90平米  ,首尔甜城MOBO公寓  ,,西北,,首尔甜城MOBO公寓 2室1厅 1000元,1000,,https://lf.lianjia.com/zufang/101103179594.html,,首尔甜城租房/高楼层(共33层)/2013年建塔楼,2室1厅  
集中供暖,整租,马甸,西城,房屋户型：1室1厅1卫  整租,45平米  ,新风南里  ,,南,,新风南里 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103179609.html,,马甸租房/中楼层(共6层)/1990年建板楼,1室1厅  
集中供暖,整租,和义,丰台,房屋户型：2室2厅1卫  整租,98平米  ,久敬佳园二区  ,,南 北,,和义 久敬佳园精装两居室 随时看房随时签约 带车位,5000,,https://bj.lianjia.com/zufang/101103179621.html,,和义租房/中楼层(共6层)/2005年建板楼,2室2厅  
集中供暖,整租,望京,朝阳,房屋户型：3室2厅3卫  整租,134平米  ,保利中央公园  ,,南 北,,保利中央公园 3室2厅 23000元,23000,,https://bj.lianjia.com/zufang/101103179623.html,,望京租房/中楼层(共25层)/2012年建板楼,3室2厅  
集中供暖,整租,马连道,西城,房屋户型：1室1厅1卫  整租,68平米  ,馨莲茗园  ,精装修,北,集中供暖,馨莲茗园 1室1厅 6500元,6500,近地铁,https://bj.lianjia.com/zufang/101103179392.html,随时看房,马连道租房/中楼层(共15层)/2003年建板塔结合,1室1厅  
集中供暖,整租,西红门,大兴,房屋户型：2室1厅1卫  整租,71平米  ,同兴园  ,,南 北,,新宫同兴园小区家具家电全齐正规两居室出租,4300,,https://bj.lianjia.com/zufang/101103179421.html,,西红门租房/高楼层(共6层)/1994年建板楼,2室1厅  
集中供暖,暂无数据,月坛,西城,房屋户型：3室1厅1卫  ,65平米  ,三里河三区  ,,东北,,三里河三区 3室1厅 8500元,8500,,https://bj.lianjia.com/zufang/101103179462.html,,月坛租房/低楼层(共4层)/1954年建板楼,3室1厅  
自供暖,整租,朝阳公园,朝阳,房屋户型：4室2厅3卫  整租,292平米  ,公园大道  ,,东 西 北,,公园大道 朝阳公园6/14号线 精装修 家具家电全齐,52000,,https://bj.lianjia.com/zufang/101103179443.html,,朝阳公园租房/中楼层(共31层)/2006年建板塔结合,4室2厅  
自供暖,暂无数据,城子,门头沟,房屋户型：2室1厅1卫  ,91平米  ,绿岛家园  ,,南 北,,绿岛家园 2室1厅 4000元,4000,,https://bj.lianjia.com/zufang/101103179482.html,,城子租房/低楼层(共6层)/2003年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,80平米  ,首尔甜城MOBO公寓  ,,西,,首尔甜城MOBO公寓 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103179487.html,,首尔甜城租房/高楼层(共26层)/2013年建塔楼,2室1厅  
集中供暖,整租,中关村,海淀,房屋户型：2室1厅2卫  整租,58平米  ,大泥湾  ,,南 北,,大泥湾精装2居室，看房方便，适合周边上班的人租一年,9000,,https://bj.lianjia.com/zufang/101103179499.html,,中关村租房/中楼层(共6层)/1990年建板楼,2室1厅  
集中供暖,暂无数据,陶然亭,西城,房屋户型：2室1厅1卫  ,60平米  ,姚家井二巷  ,,南 北,,姚家井二巷 2室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103179779.html,,陶然亭租房/高楼层(共6层)/1991年建板楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室0厅1卫  ,46平米  ,忆江南  ,,北,,忆江南 1室0厅 1200元,1200,,https://lf.lianjia.com/zufang/101103179801.html,,福成五期公交总站租房/高楼层(共24层)/2008年建板塔结合,1室0厅  
集中供暖,整租,石佛营,朝阳,房屋户型：1室1厅1卫  整租,43平米  ,十里堡南区  ,,南 北,,十里堡南区 1室1厅 5500元,5500,,https://bj.lianjia.com/zufang/101103179813.html,,石佛营租房/中楼层(共6层)/1993年建板楼,1室1厅  
自供暖,整租,常营,朝阳,房屋户型：3室1厅1卫  整租,87平米  ,首开畅心园  ,,南 北,,首开畅心园 3室1厅 7200元,7200,,https://bj.lianjia.com/zufang/101103179821.html,,常营租房/低楼层(共29层)/2010年建塔楼,3室1厅  
集中供暖,整租,马家堡,丰台,房屋户型：3室1厅2卫  整租,148平米  ,旭日嘉园  ,,东南,,旭日朝南大三居，小区环境好，离地铁近,10000,,https://bj.lianjia.com/zufang/101103179825.html,,马家堡租房/高楼层(共24层)/2002年建塔楼,3室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅2卫  ,91平米  ,星河185  ,,南,,星河185 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103179834.html,,燕顺路西租房/中楼层(共23层)/2012年建塔楼,2室1厅  
